problem,problem_display,scale,algorithm,variant,t_aco,evaluations,avg_obj,instances,device,source
cvrp,CVRP,500,ACO,MAX-MIN,40,800,180.5542335510254,100,cpu,pretrained
cvrp,CVRP,500,ACO,MAX-MIN,50,1000,180.18743606567384,100,cpu,pretrained
cvrp,CVRP,500,ACO,MAX-MIN,100,2000,179.1784996032715,100,cpu,pretrained
cvrp,CVRP,500,DeepACO,MAX-MIN,1,20,66.49606410980225,100,cpu,pretrained
cvrp,CVRP,500,DeepACO,MAX-MIN,10,200,65.52217041015625,100,cpu,pretrained
cvrp,CVRP,500,DeepACO,MAX-MIN,20,400,65.26749584197998,100,cpu,pretrained
cvrp,CVRP,500,DeepACO,MAX-MIN,30,600,65.0995943069458,100,cpu,pretrained
cvrp,CVRP,500,DeepACO,MAX-MIN,40,800,64.97215106964111,100,cpu,pretrained
cvrp,CVRP,500,DeepACO,MAX-MIN,50,1000,64.912639503479,100,cpu,pretrained
cvrp,CVRP,500,DeepACO,MAX-MIN,100,2000,64.68671939849854,100,cpu,pretrained
